,day,number,total
1453,2259,2,3606
1454,2261,2,3608
1455,2262,1,3609
1456,2263,1,3610
1457,2264,1,3611
1458,2266,1,3612
1459,2267,2,3614
1460,2268,2,3616
1461,2269,2,3618
1462,2270,1,3619
1463,2271,1,3620
1464,2272,1,3621
1465,2273,1,3622
1466,2274,1,3623
1467,2275,1,3624
1468,2277,1,3625
1469,2281,2,3627
1470,2282,1,3628
1471,2283,1,3629
1472,2287,1,3630
1473,2288,2,3632
1474,2293,1,3633
1475,2297,1,3634
1476,2299,3,3637
1477,2300,1,3638
1478,2303,1,3639
1479,2305,1,3640
1480,2309,1,3641
1481,2311,1,3642
1482,2312,1,3643
1483,2313,1,3644
1484,2316,2,3646
1485,2317,1,3647
1486,2319,5,3652
1487,2322,1,3653
1488,2323,1,3654
1489,2324,1,3655
1490,2325,6,3661
1491,2326,2,3663
1492,2329,1,3664
1493,2331,1,3665
1494,2333,1,3666
1495,2334,1,3667
1496,2335,2,3669
1497,2337,1,3670
1498,2338,3,3673
1499,2339,1,3674
1500,2345,1,3675
1501,2346,1,3676
1502,2351,1,3677
1503,2352,1,3678
1504,2354,1,3679
1505,2358,1,3680
1506,2359,1,3681
1507,2364,1,3682
1508,2365,3,3685
1509,2370,1,3686
1510,2373,1,3687
1511,2375,1,3688
1512,2376,3,3691
1513,2377,1,3692
1514,2378,1,3693
1515,2380,3,3696
1516,2382,1,3697
1517,2386,1,3698
1518,2388,1,3699
1519,2390,1,3700
1520,2391,1,3701
1521,2392,1,3702
1522,2398,1,3703
1523,2399,1,3704
1524,2400,1,3705
1525,2402,1,3706
1526,2404,1,3707
1527,2407,1,3708
1528,2408,1,3709
1529,2411,1,3710
1530,2412,1,3711
1531,2416,1,3712
1532,2417,1,3713
1533,2434,3,3716
1534,2435,2,3718
1535,2436,1,3719
1536,2437,2,3721
1537,2445,1,3722
1538,2446,1,3723
1539,2449,1,3724
1540,2450,1,3725
1541,2452,1,3726
1542,2453,3,3729
1543,2454,2,3731
1544,2458,1,3732
1545,2463,1,3733
1546,2464,1,3734
1547,2466,1,3735
1548,2470,2,3737
1549,2472,2,3739
1550,2474,1,3740
1551,2476,1,3741
1552,2477,3,3744
1553,2478,1,3745
1554,2479,1,3746
1555,2480,1,3747
1556,2481,1,3748
1557,2487,1,3749
1558,2488,1,3750
1559,2497,1,3751
1560,2498,2,3753
1561,2504,1,3754
1562,2506,1,3755
1563,2508,1,3756
1564,2513,2,3758
1565,2519,1,3759
1566,2521,1,3760
1567,2522,2,3762
1568,2523,2,3764
1569,2528,1,3765
1570,2529,1,3766
1571,2534,1,3767
1572,2535,2,3769
1573,2538,2,3771
1574,2542,2,3773
1575,2548,1,3774
1576,2549,1,3775
1577,2550,2,3777
1578,2556,1,3778
1579,2563,2,3780
1580,2565,2,3782
1581,2566,2,3784
1582,2567,1,3785
1583,2568,1,3786
1584,2572,1,3787
1585,2573,7,3794
1586,2578,1,3795
1587,2580,1,3796
1588,2583,2,3798
1589,2586,1,3799
1590,2587,1,3800
1591,2591,1,3801
1592,2594,3,3804
1593,2596,1,3805
1594,2597,1,3806
1595,2605,2,3808
1596,2606,1,3809
1597,2609,1,3810
1598,2614,2,3812
1599,2617,1,3813
1600,2618,1,3814
1601,2632,1,3815
1602,2635,1,3816
1603,2639,1,3817
1604,2644,1,3818
1605,2647,2,3820
1606,2649,1,3821
1607,2654,1,3822
1608,2660,2,3824
1609,2662,1,3825
1610,2674,2,3827
1611,2677,1,3828
1612,2681,2,3830
1613,2684,6,3836
1614,2687,1,3837
1615,2689,1,3838
1616,2691,1,3839
1617,2694,2,3841
1618,2696,1,3842
1619,2697,2,3844
1620,2705,2,3846
1621,2709,1,3847
1622,2711,1,3848
1623,2717,2,3850
1624,2724,1,3851
1625,2730,1,3852
1626,2732,1,3853
1627,2735,1,3854
1628,2738,1,3855
1629,2739,2,3857
1630,2740,1,3858
1631,2742,1,3859
1632,2744,2,3861
1633,2750,1,3862
1634,2753,1,3863
1635,2754,1,3864
1636,2759,1,3865
1637,2768,2,3867
1638,2772,1,3868
1639,2774,1,3869
1640,2775,1,3870
1641,2777,1,3871
1642,2780,1,3872
1643,2783,1,3873
1644,2785,1,3874
1645,2802,1,3875
1646,2806,1,3876
1647,2807,1,3877
1648,2809,1,3878
1649,2811,1,3879
1650,2814,1,3880
1651,2817,1,3881
1652,2829,1,3882
1653,2835,1,3883
1654,2838,2,3885
1655,2840,1,3886
1656,2844,1,3887
